Season,Rank,Player,ATT,YDS,Y/A,LG,20+,TD,TGT,REC,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
2021,30,D'Andre Swift (DET),151,617,4.1,57,3,5,78,62,452,7.3,2,1,13,146.9,11.3,92.80%
2021,31,Chuba Hubbard (CAR),172,612,3.6,26,3,5,37,25,174,7,1,1,16,112.6,7,85.80%
2021,31,Myles Gaskin (MIA),173,612,3.5,30,2,3,63,49,234,4.8,4,1,17,124.6,7.3,0.00%
2021,33,Rhamondre Stevenson (NE),133,606,4.6,21,1,5,18,14,123,8.8,0,1,12,100.9,8.4,86.10%
2021,34,Jamaal Williams (DET),153,601,3.9,20,1,3,28,26,157,6,0,0,13,93.8,7.2,2.00%
2021,35,Saquon Barkley (NYG),162,593,3.7,41,3,2,57,41,263,6.4,2,1,14,107.6,7.7,99.40%
2021,35,Devontae Booker (NYG),145,593,4.1,31,3,2,45,40,268,6.7,1,0,16,104.1,6.5,0.00%
2021,37,Chase Edmonds (ARI),116,592,5.1,54,3,2,53,43,311,7.2,0,1,12,100.3,8.4,0.00%
2021,38,Devonta Freeman (BAL),133,576,4.3,32,4,5,42,34,190,5.6,1,0,16,112.6,7,0.00%
2021,39,D'Onta Foreman (TEN),133,566,4.3,35,4,3,11,9,123,13.7,0,1,9,84.9,9.4,2.70%
2021,40,Darrel Williams (KC),144,558,3.9,21,1,6,57,47,452,9.6,2,0,17,149,8.8,0.00%
2021,41,Mark Ingram II (NO),160,554,3.5,28,2,2,35,27,162,6,0,1,14,81.6,5.8,1.00%
2021,42,D'Ernest Johnson (CLE),100,534,5.3,30,4,3,25,19,137,7.2,0,0,13,85.1,6.5,1.00%
2021,43,Clyde Edwards-Helaire (KC),119,517,4.3,17,0,4,23,19,129,6.8,2,2,10,98.6,9.9,1.10%
2021,44,Mike Davis (ATL),138,503,3.6,18,0,3,58,44,259,5.9,1,3,17,94.2,5.5,1.00%
2021,45,Latavius Murray (BAL),119,501,4.2,46,3,6,13,10,75,7.5,0,0,14,93.6,6.7,0.00%
2021,46,Alexander Mattison (MIN),134,491,3.7,48,2,3,39,32,228,7.1,1,1,16,93.9,5.9,1.00%
2021,47,Christian McCaffrey (CAR),99,442,4.5,18,0,1,41,37,343,9.3,1,0,7,90.5,12.9,99.50%
2021,48,Khalil Herbert (CHI),103,433,4.2,29,4,2,16,14,96,6.9,0,0,16,64.9,4.1,1.20%
2021,49,Ronald Jones II (TB),101,428,4.2,30,1,4,13,10,64,6.4,0,2,15,69.2,4.6,0.00%
2021,50,Rex Burkhead (HOU),122,427,3.5,36,2,3,32,25,186,7.4,0,0,15,79.3,5.3,10.00%
2020,1,Derrick Henry (TEN),378,"2,027",5.4,94,16,17,31,19,114,6,0,2,16,314.1,19.6,99.20%
2020,2,Dalvin Cook (MIN),312,"1,557",5,70,6,16,54,44,361,8.2,1,3,14,293.8,21,0.60%
2020,3,Jonathan Taylor (IND),232,"1,169",5,62,7,11,40,36,299,8.3,1,1,15,216.8,14.5,99.40%
2020,4,Aaron Jones Sr. (GB),201,"1,104",5.5,77,6,9,63,47,355,7.6,2,0,14,211.9,15.1,74.50%
2020,5,David Montgomery (CHI),247,"1,070",4.3,80,5,8,68,54,438,8.1,2,1,15,210.8,14.1,92.90%
2020,5,James Robinson (JAC),240,"1,070",4.5,47,5,7,60,49,344,7,3,1,14,201.4,14.4,0.00%
2020,7,Nick Chubb (CLE),190,"1,067",5.6,59,12,12,18,16,150,9.4,0,1,12,191.7,16,0.80%
2020,8,Josh Jacobs (LV),273,"1,065",3.9,28,3,12,45,33,238,7.2,0,2,15,198.3,13.2,98.30%
2020,9,Melvin Gordon III (DEN),215,986,4.6,65,5,9,44,32,158,4.9,1,4,15,166.4,11.1,0.00%
2020,10,Ezekiel Elliott (DAL),244,979,4,31,3,6,71,52,338,6.5,2,5,15,171.7,11.4,1.50%
2020,11,Ronald Jones II (TB),192,978,5.1,98,6,7,42,28,165,5.9,1,2,14,158.3,11.3,0.00%
2020,12,Kenyan Drake (ARI),239,955,4,69,6,10,31,25,137,5.5,0,1,15,167.2,11.1,1.10%
2020,13,Alvin Kamara (NO),187,932,5,49,7,16,107,83,756,9.1,5,0,15,294.8,19.7,43.90%
2020,14,Miles Sanders (PHI),164,867,5.3,82,4,6,52,28,197,7,0,2,12,142.4,11.9,1.00%
2020,15,Kareem Hunt (CLE),198,841,4.2,33,3,6,51,38,304,8,5,0,16,180.5,11.3,0.90%
2020,16,J.K. Dobbins (BAL),134,805,6,72,8,9,24,18,120,6.7,0,0,15,150.5,10,81.90%
2020,17,Clyde Edwards-Helaire (KC),181,803,4.4,31,3,4,54,36,297,8.3,1,0,13,140,10.8,1.10%
2020,18,Antonio Gibson (WAS),170,795,4.7,40,5,11,44,36,247,6.9,0,2,14,166.2,11.9,1.30%
2020,19,Gus Edwards (BAL),144,723,5,36,8,6,13,9,129,14.3,0,1,16,119.2,7.4,1.00%
2020,20,James Conner (PIT),169,721,4.3,59,5,6,43,35,215,6.1,0,0,13,129.6,10,18.30%
2020,21,David Johnson (HOU),147,691,4.7,48,4,6,46,33,314,9.5,2,1,12,146.5,12.2,0.00%
2020,21,Damien Harris (NE),137,691,5,41,4,2,7,5,52,10.4,0,0,10,86.3,8.6,9.00%
2020,23,Devin Singletary (BUF),156,687,4.4,51,3,2,50,38,269,7.1,0,1,16,105.6,6.6,0.90%
2020,24,Wayne Gallman Jr. (NYG),147,682,4.6,60,3,6,27,21,114,5.4,0,0,15,115.6,7.7,0.00%
2020,25,Chris Carson (SEA),141,681,4.8,29,3,5,46,37,287,7.8,4,0,12,150.8,12.6,0.30%
2020,26,Todd Gurley II (ATL),195,678,3.5,35,2,9,35,25,164,6.6,0,0,15,138.2,9.2,0.60%
2020,27,Latavius Murray (NO),146,656,4.5,36,3,4,26,23,176,7.7,1,0,15,113.2,7.5,0.00%
2020,28,Frank Gore (NYJ),187,653,3.5,17,0,2,19,16,89,5.6,0,1,15,84.2,5.6,8.40%
2020,29,Mike Davis (CAR),165,642,3.9,25,2,6,70,59,373,6.3,2,1,15,147.5,9.8,1.00%
2020,30,Cam Akers (LAR),145,625,4.3,61,4,2,14,11,123,11.2,1,1,12,90.8,7.6,1.00%
2020,31,Darrell Henderson Jr. (LAR),138,624,4.5,40,3,5,24,16,159,9.9,1,0,15,114.3,7.6,0.00%
2020,32,Adrian Peterson (DET),156,604,3.9,38,4,7,18,12,101,8.4,0,0,16,112.5,7,1.90%
2020,33,Jeff Wilson Jr. (SF),126,600,4.8,34,3,7,28,13,133,10.2,3,2,12,129.3,10.8,1.00%
2020,34,Myles Gaskin (MIA),142,584,4.1,26,3,3,47,41,388,9.5,2,2,10,123.2,12.3,0.00%
2020,35,Austin Ekeler (LAC),116,530,4.6,27,2,1,65,54,403,7.5,2,0,10,111.3,11.1,0.60%
2020,36,D'Andre Swift (DET),114,521,4.6,54,1,8,57,46,357,7.8,2,2,13,143.8,11.1,92.80%
2020,36,Raheem Mostert (SF),104,521,5,80,2,2,19,16,156,9.8,1,1,8,83.7,10.5,0.60%
2020,38,Jamaal Williams (GB),119,505,4.2,25,1,2,35,31,236,7.6,1,0,14,96.1,6.9,2.00%
2020,39,Phillip Lindsay (DEN),118,502,4.3,55,6,1,14,7,28,4,0,0,11,59,5.4,0.00%
2020,40,Zack Moss (BUF),112,481,4.3,31,4,4,18,14,95,6.8,1,0,13,87.6,6.7,1.60%
2020,41,Brian Hill (ATL),100,465,4.7,62,3,1,30,25,199,8,0,1,16,70.4,4.4,0.00%
2020,42,Sony Michel (NE),79,449,5.7,48,4,1,9,7,114,16.3,1,0,9,68.3,7.6,0.00%
2020,43,Chase Edmonds (ARI),97,448,4.6,32,4,1,67,53,402,7.6,4,0,16,115,7.2,0.00%
2020,44,Tony Pollard (DAL),101,435,4.3,42,4,4,40,28,193,6.9,1,0,16,92.8,5.8,86.00%
2020,45,Alexander Mattison (MIN),96,434,4.5,25,4,2,15,13,125,9.6,1,0,13,73.9,5.7,1.00%
2020,46,Joe Mixon (CIN),119,428,3.6,34,3,3,26,21,138,6.6,1,1,6,78.6,13.1,5.70%
2020,47,Devontae Booker (LV),93,423,4.5,43,4,3,21,17,84,4.9,0,0,16,68.7,4.3,0.00%
2020,48,Malcolm Brown (LAR),101,419,4.1,19,0,5,33,23,162,7,0,1,16,86.1,5.4,0.00%
2020,49,Giovani Bernard (CIN),124,416,3.4,15,0,3,59,47,355,7.6,3,1,16,111.1,6.9,0.00%
2020,50,Nyheim Miller-Hines (IND),89,380,4.3,31,3,3,76,63,482,7.7,4,0,16,130.2,8.1,0.00%
2019,1,Christian McCaffrey (CAR),287,"1,387",4.8,84,6,15,142,116,"1,005",8.7,4,0,16,355.2,22.2,99.50%
2019,2,Derrick Henry (TEN),303,"1,540",5.1,74,9,16,24,18,206,11.4,2,3,15,276.6,18.4,99.20%
2019,3,Aaron Jones Sr. (GB),236,"1,084",4.6,56,5,16,68,49,474,9.7,3,2,16,265.8,16.6,74.50%
2019,4,Ezekiel Elliott (DAL),301,"1,357",4.5,33,4,12,71,54,420,7.8,2,2,16,257.7,16.1,1.50%
2019,5,Dalvin Cook (MIN),250,"1,135",4.5,75,7,13,63,53,519,9.8,0,2,14,239.4,17.1,0.60%
2019,6,Nick Chubb (CLE),298,"1,494",5,88,11,8,49,36,278,7.7,0,3,16,219.2,13.7,0.80%
2019,7,Austin Ekeler (LAC),132,557,4.2,35,4,3,108,92,993,10.8,8,2,16,217,13.6,0.60%
2019,8,Mark Ingram II (BAL),202,"1,018",5,53,6,10,29,26,247,9.5,5,2,15,216.5,14.4,1.00%
2019,9,Chris Carson (SEA),278,"1,230",4.4,59,8,7,47,37,266,7.2,2,4,15,195.6,13,0.30%
2019,10,Saquon Barkley (NYG),217,"1,003",4.6,68,8,6,73,52,438,8.4,2,0,13,192.1,14.8,99.40%
2019,11,Joe Mixon (CIN),278,"1,137",4.1,41,6,5,45,35,287,8.2,3,0,16,190.4,11.9,5.70%
2019,12,Todd Gurley II (LAR),223,857,3.8,25,5,12,49,31,207,6.7,2,2,15,188.4,12.6,0.60%
2019,13,Leonard Fournette (JAC),265,"1,152",4.3,81,7,3,100,76,522,6.9,0,1,15,183.4,12.2,0.10%
2019,14,Josh Jacobs (OAK),242,"1,150",4.8,51,8,7,27,20,166,8.3,0,1,13,171.6,13.2,98.30%
2019,15,Miles Sanders (PHI),179,818,4.6,65,5,3,63,50,509,10.2,3,1,16,168.7,10.5,1.00%
2019,16,Alvin Kamara (NO),171,797,4.7,40,5,5,97,81,533,6.6,1,1,14,167.5,12,43.90%
2019,17,Marlon Mack (IND),247,"1,091",4.4,63,9,8,17,14,82,5.9,0,0,14,167.3,12,0.00%
2019,18,Kenyan Drake (ARI),170,817,4.8,80,4,8,68,50,345,6.9,0,1,14,164.2,11.7,1.10%
2019,19,Phillip Lindsay (DEN),224,"1,011",4.5,40,7,7,48,35,196,5.6,0,0,16,162.7,10.2,0.00%
2019,20,Raheem Mostert (SF),137,772,5.6,41,3,8,22,14,180,12.9,2,2,16,151.2,9.5,0.60%
2019,21,Le'Veon Bell (NYJ),245,789,3.2,19,0,3,78,66,461,7,1,1,15,149,9.9,0.20%
2019,22,David Montgomery (CHI),242,889,3.7,55,3,6,35,25,185,7.4,1,2,16,145.4,9.1,92.90%
2019,23,Carlos Hyde (HOU),245,"1,070",4.4,58,8,6,16,10,42,4.2,0,2,16,143.2,9,0.00%
2019,24,Sony Michel (NE),247,912,3.7,26,3,7,20,12,94,7.8,0,1,16,140.6,8.8,0.00%
2019,25,Melvin Gordon III (LAC),162,612,3.8,24,2,8,55,42,296,7,1,3,12,138.8,11.6,0.00%
2019,26,Devonta Freeman (ATL),184,656,3.6,28,3,2,70,59,410,6.9,4,2,14,138.6,9.9,0.00%
2019,27,Ronald Jones II (TB),172,724,4.2,49,6,6,40,31,309,10,0,2,16,135.3,8.5,0.00%
2019,28,Adrian Peterson (WAS),211,898,4.3,32,6,5,23,17,142,8.4,0,2,16,130,8.1,1.90%
2019,29,James White (NE),67,263,3.9,32,1,1,95,72,645,9,5,1,15,128.2,8.5,0.10%
2019,30,Latavius Murray (NO),146,637,4.4,30,3,5,43,34,235,6.9,1,0,16,123.2,7.7,0.00%
2019,31,Devin Singletary (BUF),151,775,5.1,38,7,2,41,29,194,6.7,2,1,12,118.9,9.9,0.90%
2019,32,Tevin Coleman (SF),137,544,4,48,4,6,30,21,180,8.6,1,0,14,114.4,8.2,0.00%
2019,33,James Conner (PIT),116,464,4,25,2,4,38,34,251,7.4,3,1,10,111.5,11.1,18.30%
2019,34,Damien Williams (KC),111,498,4.5,91,2,5,37,30,213,7.1,2,1,11,111.1,10.1,0.00%
2019,35,Duke Johnson Jr. (HOU),83,410,4.9,40,3,2,62,44,410,9.3,3,1,16,110,6.9,0.00%
2019,36,Jamaal Williams (GB),107,456,4.3,45,1,1,45,39,253,6.5,5,0,14,106.9,7.6,2.00%
2019,37,David Johnson (ARI),94,345,3.7,18,0,2,47,36,370,10.3,4,1,13,105.5,8.1,0.00%
2019,38,Jordan Howard (PHI),119,525,4.4,20,1,6,14,10,69,6.9,1,0,10,101.4,10.1,0.00%
2019,39,Peyton Barber (TB),154,470,3.1,17,0,6,24,16,115,7.2,1,1,16,100.5,6.3,1.00%
2019,40,Royce Freeman (DEN),132,496,3.8,26,1,3,50,43,256,6,1,0,16,99.2,6.2,0.00%
2019,41,LeSean McCoy (KC),101,465,4.6,39,4,4,34,28,181,6.5,1,2,13,90.6,7,2.00%
2019,42,DeAndre Washington (OAK),108,387,3.6,36,1,3,41,36,292,8.1,0,0,16,85.9,5.4,11.00%
2019,43,Gus Edwards (BAL),133,711,5.3,63,5,2,7,7,45,6.4,0,1,16,85.6,5.4,1.00%
2019,44,Tarik Cohen (CHI),64,213,3.3,19,0,0,104,79,456,5.8,3,0,16,84.9,5.3,0.00%
2019,45,Matt Breida (SF),123,623,5.1,83,4,1,22,19,120,6.3,1,1,13,84.3,6.5,0.00%
2019,46,Frank Gore (BUF),166,599,3.6,41,4,2,16,13,100,7.7,0,0,16,81.9,5.1,8.40%
2019,47,Kerryon Johnson (DET),113,403,3.6,20,1,3,15,10,127,12.7,1,1,8,75,9.4,1.00%
2019,48,Tony Pollard (DAL),86,455,5.3,44,4,2,20,15,107,7.1,1,1,15,74.2,4.9,86.00%
2019,49,Rex Burkhead (NE),65,302,4.6,33,1,3,38,27,279,10.3,0,1,13,74.1,5.7,10.00%
2019,50,Nyheim Miller-Hines (IND),52,199,3.8,18,0,2,58,44,320,7.3,0,1,16,73.9,4.6,0.00%
2018,1,Todd Gurley II (LAR),256,"1,251",4.9,36,11,17,81,59,580,9.8,4,1,14,313.1,22.4,0.60%
2018,2,Saquon Barkley (NYG),261,"1,307",5,78,16,11,121,91,721,7.9,4,0,16,294.8,18.4,99.40%
2018,3,Christian McCaffrey (CAR),219,"1,098",5,59,6,7,124,107,867,8.1,6,1,16,278.5,17.4,99.50%
2018,4,Alvin Kamara (NO),194,883,4.6,49,1,14,105,81,709,8.8,4,0,15,273.2,18.2,43.90%
2018,5,Ezekiel Elliott (DAL),304,"1,434",4.7,41,11,6,95,77,567,7.4,3,1,15,252.1,16.8,1.50%
2018,6,Melvin Gordon III (LAC),175,885,5.1,34,9,10,66,50,490,9.8,4,0,12,225.5,18.8,0.00%
2018,7,James Conner (PIT),215,970,4.5,30,9,12,71,55,497,9,1,2,13,224.7,17.3,18.30%
2018,8,Kareem Hunt (KC),181,824,4.6,45,7,7,35,26,378,14.5,7,0,11,204.2,18.6,0.90%
2018,9,Joe Mixon (CIN),237,"1,168",4.9,51,11,8,55,43,296,6.9,1,0,14,200.4,14.3,5.70%
2018,10,David Johnson (ARI),258,940,3.6,53,2,7,76,50,446,8.9,3,2,16,196.6,12.3,0.00%
2018,11,James White (NE),94,425,4.5,27,5,5,123,87,751,8.6,7,0,16,189.6,11.9,0.10%
2018,12,Phillip Lindsay (DEN),192,"1,037",5.4,65,8,9,47,35,241,6.9,1,0,15,187.8,12.5,0.00%
2018,13,Derrick Henry (TEN),215,"1,059",4.9,99,4,12,18,15,99,6.6,0,1,16,185.6,11.6,99.20%
2018,14,Chris Carson (SEA),247,"1,151",4.7,61,8,9,24,20,163,8.2,0,2,14,181.4,13,0.30%
2018,15,Nick Chubb (CLE),192,996,5.2,92,11,8,29,20,149,7.5,2,0,16,174.5,10.9,0.80%
2018,16,Adrian Peterson (WAS),251,"1,042",4.2,90,5,7,26,20,208,10.4,1,2,16,169,10.6,1.90%
2018,17,Tarik Cohen (CHI),99,444,4.5,32,7,3,91,71,725,10.2,5,3,16,162.9,10.2,0.00%
2018,18,Tevin Coleman (ATL),167,800,4.8,65,8,4,44,32,276,8.6,5,0,16,161.6,10.1,0.00%
2018,19,Marlon Mack (IND),195,908,4.7,49,7,9,26,17,103,6.1,1,2,12,161.1,13.4,0.00%
2018,20,Jordan Howard (CHI),250,935,3.7,42,5,9,27,20,145,7.3,0,1,16,160,10,0.00%
2018,21,Kenyan Drake (MIA),120,535,4.5,54,4,4,73,53,477,9,5,1,16,153.2,9.6,1.10%
